article,pub_date,nltk_score,source
"La Jornada: Ningún voto al PAN, plantean decenas de miles de trabajadores en el Zócalo",2012-02-01,"Patricia Muñoz y Laura Poy

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 25

Decenas de miles de trabajadores y campesinos pactaron ayer en el Zócalo de esta ciudad sacar al PAN de Los Pinos , no dar un solo voto a Acción Nacional ni al tricolor, ni a ningún otro partido que haya operado para desemplear y joder al pueblo. Demandaron establecer mesas de diálogo para resolver el grave conflicto provocado por 12 años de gobiernos panistas, el que México tiene hambre .

En la sexta movilización que anualmente realizan los sindicatos democráticos y organizaciones campesinas hubo un pronunciamiento consensuado contra la política del presidente Felipe Calderón, que se convirtió en enemigo de los trabajadores, y una determinación para que en los próximos comicios no se dé un cheque en blanco a los partidos que los han dañado, y se les castigue en las urnas.

En punto de las 4:20 de la tarde arrancó la marcha, cuya descubierta no pudo salir del Ángel de la Independencia por el elevado número de contingentes como electricistas, trabajadores de la UNAM, pilotos, empleados de tierra de Mexicana, integrantes de la Confederación Nacional Campesina (CNC), la Coordinadora Nacional Plan de Ayala (CNPA) y la Coordinadora Nacional de Organismos Rurales y Pesqueros (Conorp), entre otros. Entre los dirigentes se confundieron los sombreros, las gorras de pilotos, los cascos de electricistas.

Ante cerca de 20 mil asistentes, Fernando Perfecto, dirigente de la Asociación Sindical de Pilotos de Aviación (ASPA), dio a conocer el posicionamiento consensuado que plantea que frente a la vulnerabilidad económica en que ha dejado al país este régimen, la violencia generalizada, el abandono del campo, el desempleo que provocó y la lucha que ha emprendido el presidente Calderón por retener el poder, nos unificamos, radicalizamos las luchas y nos unimos para no permitir otro gobierno más del PAN, otra administración neoliberal .

En la marcha, los trabajadores protestaban de diversas formas. Con camisetas en repudio de la reforma laboral, y en mantas contra el Presidente y por la libertad de los presos políticos, y con denuncias como Zacatecas con hambre . No se cansaron las gargantas de corear consignas ¡Ni un voto al PAN! Los trabajadores de Mexicana lanzaron huevos contra el hotel Fiesta Americana –propiedad de Gastón Azcárraga– y también contra este empresario tuvieron consignas: ¡Gastón, ratero, devuélvenos el dinero!

Ya en el Zócalo abarrotado, llegó Enrique Peña Nieto , en un monigote con orejas de burro y una paloma pegada en el hombro derecho, recorrió la Plaza de la Constitución y luego, en el templete, saludó a todos los asistentes, provocando rechiflas.",Jornada
"La Jornada: El gobierno se ha aplicado a ayudar a la gente afectada por la falta de agua, según Calderón",2012-02-01,"José Antonio Román

Enviado

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 15

San Diego de la Unión, Gto., 31 de enero. El presidente Felipe Calderón aseguró que frente al grave problema que enfrenta el país por la situación de la sequía, el gobierno se ha aplicado a conciencia a ayudar a la gente .

Además, tras reconocer que sí está dura la sequía , se comprometió a que a ninguna familia mexicana le faltará agua y alimento en esta temporada. Eso lo pueden tener por seguro.

Al inaugurar el tramo carretero modernizado que une a este municipio con la carretera federal 57 –que va desde la ciudad de México hasta Piedras Negras, Coahuila, en el norte del país, a través de nueve entidades–, el titular del Ejecutivo federal dijo que aunque los estados de Chihuahua, Durango, Zacatecas, Coahuila y San Luis Potosí son los más afectados por la situación, Guanajuato también enfrenta indicadores muy preocupantes.

Calderón enumeró ante pobladores de esta localidad las acciones que realiza el gobierno federal para asegurar que a ningún mexicano le falte agua y alimento en esta temporada de sequía, la mas fuerte de los pasados 71 años.

Recordó que ya desde el año pasado el gobierno federal destinó 5 mil millones de pesos para apoyar a los productores y campesinos afectados por la sequía, pero que en el presente, previendo que la situación se agravaría, se invertirán casi 34 mil millones de pesos del presupuesto 2012 aprobado por el Congreso, y que corresponden a varias dependencias federales.",Jornada
La Jornada: Lentos cambios en México para combatir a los cárteles: EU,2012-02-01,"Notimex

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 20

Washington, 31 de enero. El director de Inteligencia Nacional de Estados Unidos (DNI, por sus siglas en inglés), James Clapper, destacó hoy los progresos de México en la lucha contra los cárteles de las drogas, pero dijo observar lentitud en la aprobación de reformas en el Congreso mexicano.

En una audiencia sobre la evaluación de amenazas globales, Clapper descartó, por otro lado, que la violencia en México se extienda a Estados Unidos, pues, aseguró, los criminales están conscientes de la efectividad de las agencias policiales.

“El gobierno (mexicano) se ha anotado importantes capturas de líderes de cárteles, pero la implementación de su ambiciosa agenda de reformas es un proceso lento que requiere acción legislativa a escala federal y estatal”, señaló en su testimonio ante el Senado.",Jornada
La Jornada: Pacta AN impulsar en el Senado agenda con asuntos prioritarios para Calderón,2012-02-01,"Andrea Becerril

Enviada

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 18

San Miguel Allende, Gto., 31 de enero. El grupo del PAN en el Senado acordó ayer impulsar una agenda prioritaria, centrada en los temas que el presidente Felipe Calderón les pidió que den la batalla para aprobar en los tres meses del último periodo de legislatura por concluir. Entre ellos el cambio al artículo 24 constitucional sobre libertad religiosa, las iniciativas pendientes en materia de seguridad pública, la reforma laboral, las modificaciones a la Carta Magna para frenar el endeudamiento de los estados y otras igualmente polémicas, como la ley de reproducción asistida.

Son temas en que se buscará el acuerdo hasta ahora no logrado con otras fuerzas políticas, sostuvo el coordinador José González Morfín. De no alcanzarse, la estrategia será evidenciar al partido que se oponga a su aprobación, tal como se los pidió también el titular del Ejecutivo, reconoció el senador Rubén Camarillo. Vamos a exigir que los dictámenes se suban a la tribuna y se voten, incluso en contra, pero que no queden congelados.

González Morfín expresó que la responsabilidad de su bancada es sacar adelante su agenda prioritaria, donde figuran reformas para el combate a la corrupción y en materia de política exterior y una ley sobre los adolescentes víctimas de la violencia sexual.

Se buscarán las coincidencias respectivas con los demás grupos legislativos, dijo. Si éstas no se dan, habrá que decir por qué. Es nuestro último periodo de sesiones; no hay mañana después del 30 de abril, porque en un año electoral es muy difícil pensar en un periodo extraordinario.

En el caso de las iniciativas sobre seguridad pública, en las que Calderón les pidió redoblar esfuerzos para tratar de sacarlas, González Morfín explicó que la llamada ley rico o de cadenas delictivas, lleva avances importantes y un grupo trabaja en modificarla –el PRD la considera violatoria de derechos humanos– a fin de que avance.",Jornada
La Jornada: Bloquean Autopista del Sol; exigen liberar a dos agentes detenidos,2012-02-01,"Familiares de los agentes acusados de asesinar a dos normalistas ocuparon los dos carriles de la carretera hacia Acapulco durante seis horas Foto Lenin Ocampo

Sergio Ocampo Arista y Héctor Briseño

Corresponsales

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 23

Chilpancingo, Gro., 31 de enero. Durante seis horas, más de mil personas –entre policías ministeriales, peritos, agentes del Ministerio Público y sus familiares, entre otros– bloquearon los carriles de la Autopista del Sol México-Acapulco, en el mismo lugar donde el 12 de diciembre fueron asesinados dos estudiantes de la Escuela Normal Rural de Ayotzinapa, durante el desalojo del que participaron agentes de las policías federal, estatal y ministerial.

Los contingentes exigieron al gobernador Ángel Aguirre Rivero la libertad de los policías ministeriales Rey David Cortés Flores e Ismael Matadama Salinas, formalmente presos desde el lunes en la cárcel de Chilpancingo acusados de disparar contra los alumnos Gabriel Echeverría de Jesús y Jorge Alexis Herrera Pino.

A las 13 horas, los contingentes –la mayoría procedentes de Acapulco en 25 camiones– marcharon rumbo a Casa Guerrero, residencia oficial del gobernador, donde primero pidieron que los atendieran en la puerta uno, lo que no sucedió; luego golpearon el portón; después se trasladaron a la puerta tres, con los mismos resultados, por lo que también la golpearon.

En vano Moisés Alcaraz Jiménez, director de Gobernación estatal, intentó mediar y para ello ofreció los servicios de Víctor Aguirre Alcaide, subsecretario de Asuntos Políticos, pero los manifestantes lo retuvieron de las 15 a las 16 horas.",Jornada
La Jornada: En tribunales la procuraduría pierde casos relevantes,2012-02-01,"De la Redacción

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 12

En lo que va de esta administración federal muchos casos considerados emblemáticos, por sus alcances políticos, que ha integrado la Procuraduría General de la República (PGR), y de los cuales ha filtrado datos especialmente a dos medios de comunicación, el Ministerio Público Federal los ha perdido en tribunales, incluyendo, por ejemplo, las acusaciones que se realizaron en mayo de 2009 contra más de 40 funcionarios de Michoacán que, después de un año y medio de litigio, fueron dejados en libertad.

Las filtraciones que han ocurrido desde la PGR se han relacionado particularmente con el trabajo que se realiza en la Subprocuraduría de Investigación Especializada en Delincuencia Organizada (Siedo), en la cual Marisela Morales Ibáñez, actual titular de la PGR, se desempeñó como subprocuradora.

Es el caso del perredista Gregorio Greg Sánchez: antes de que fuera aprehendido aparecieron datos de los indicios que la Siedo supuestamente había obtenido de sus vínculos con presuntos integrantes del crimen organizado. La detención se llevó a cabo el martes 25 de mayo de 2010, un mes y días después de que Morales Ibáñez asumió la titularidad de la PGR.",Jornada
La Jornada: Pide AMLO indagar sobre el dinero utilizado en campañas,2012-02-01,"Discurso de Andrés Manuel López Obrador en la ciudad de Durango. En el presidium lo escuchan el ex ministro de la Suprema Corte Genaro David Góngora Pimentel, Felipe Curco Cobos, José Martínez Cruz, la senadora Rosario Ibarra, José María Soberanes, Raúl Sánchez y Socorro Díaz Palacios Foto Carlos Ramos Mamahua

Fabiola Martínez

Enviada

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 7

Durango, Dgo., 31 de enero. Andrés Manuel López Obrador, precandidato presidencial único de los partidos de izquierda, pidió a las instancias de procuración de justicia y al Instituto Federal Electoral (IFE) investigar minuciosamente el origen y destino del dinero utilizado en la contienda en curso.

El abanderado de la coalición Movimiento Progresista no se sumó a la opinión de quienes aseguran que las averiguaciones judiciales en contra de priístas tienen trasfondo político. Por el contrario, pidió que se investigue a fondo a los políticos corruptos y a quienes resulten tener vínculos con el crimen. El que nada debe, nada teme. Si (los priístas) están limpios, ¿qué les preocupa? , expresó.

López Obrador presentó en esta capital un decálogo en materia de seguridad y derechos humanos, cuyo punto de arranque es el combate a la impunidad, así como la creación de una nueva policía federal que se haga cargo de las tareas que hoy se le han endosado a las fuerzas armadas.

No se perseguirá a una banda para proteger a otra, se aplicará la ley por parejo , aseveró.

Prometió crear una sola oficina de inteligencia y solicitar al gobierno estadunidense que se abstenga de hacer labores de inteligencia, introducir armas o dinero a México.

Otro de los puntos centrales del decálogo es el aumento de sueldos y prestaciones a los agentes de todas las corporaciones y, sobre todo, ordenar las estructuras gubernamentales: El gobierno dejará de ser, por autoritarismo o por omisión, el principal violador de los derechos humanos , dijo.

Al llegar al auditorio de la Universidad Juárez, insistió en que uno de los asuntos que tiene que cuidar muy bien el IFE es el uso de dinero en campañas, porque se compran votos, se trafica con la pobreza de la gente y con el dinero del presupuesto .

Los reporteros le preguntaron su opinión sobre las indagatorias de la Procuraduría General de la República (PGR) hacia el gobierno de Veracruz –por el traslado de 25 millones de pesos en efectivo, supuestamente para pagar a un proveedor–, así como de los movimientos de tres ex gobernadores de Tamaulipas, todos de extracción priísta.

A ello respondió: Todos los políticos corruptos y aquellos vinculados al crimen deben ser investigados . También dijo que él no teme ser parte de una indagatoria. El que nada debe, nada teme. Tenemos autoridad moral y política. Somos gente honesta. Por eso pedimos que se investigue a fondo , dijo en entrevista, minutos antes del inicio del foro Seguridad y Derechos Humanos, décimo segundo encuentro temático de 17 programados durante el transcurso de la precampaña presidencial.

Reiteró que el manejo de dinero en efectivo por parte del gobierno de Veracruz es un asunto completamente irregular , de ahí que se requiere esclarecer el origen y destino de tales recursos. Es del dominio público que cuando iba a haber una elección, los del PRI se reunían; todos aportaban, con recursos públicos, para la compra de votos , añadió.

El precandidato de la alianza integrada por los partidos de la Revolución Democrática (PRD), del Trabajo (PT) y Movimiento Ciudadano (antes Convergencia) llegó por la mañana al auditorio de la Universidad Juárez de Durango. El tema fue seguridad, precisamente en una de las entidades más golpeadas por la violencia. El año pasado fueron exhumados de fosas clandestinas cerca de 300 cuerpos de los cuales sólo se ha identificado a una décima parte.",Jornada
La Jornada: Atacan a policías y militares luego de realizar un cateo en prisión de Coahuila,2012-02-01,"De la Redacción

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 20

Elementos del Ejército Mexicano y policías estatales fueron atacados a tiros por un comando cuando salían de la prisión de Piedras Negras, Coahuila, donde efectuaron por la madrugada un cateo, informó la Fiscalía General del estado.

La balacera ocurrió alrededor de las ocho horas, sobre la avenida Román Cepeda, frente a la escuela primaria Carlota Guajardo, cuando los alumnos ingresaban a clases; los niños tuvieron que ser resguardados en los salones.

No hubo víctimas, pero Felipe Aarón Hernández Fabián y José Luis Hernández Rodríguez, dos agresores, fueron detenidos. Les decomisaron un fusil AR-15, un aparato de radiocomunicación y un vehículo robado en Nuevo Laredo, Tamaulipas.

En el cateo se incautaron electrodomésticos, televisores, navajas y cuchillos. En la revisión participaron 327 elementos de la Policía Federal, 182 de la policía estatal y 45 del Ejército.

Detienen a agentes de Guasave

Treinta y dos policías municipales de Guasave, Sinaloa, fueron detenidos y se encuentran en calidad de presentados y sujetos a investigación acusados de haber incurrido en omisión ante llamados de auxilio de militares que se han enfrentado a delincuentes en horas recientes en la cabecera de esa localidad, informó la Procuraduría General de Justicia de la entidad.

Durante las refriegas, una frente al Hospital Regional del IMSS, en la zona centro, tres elementos del Ejército murieron y dos resultaron heridos. Permanecen en un nosocomio y son reportados fuera de peligro.

Moisés García Melo, comandante de la Tercera Región Militar, sostuvo que hay elementos para asegurar que hubo una contraorden para que no acudieran a respaldarlos, porque ya les habían otorgado apoyo, lo que, dijo, nunca sucedió.

Los municipales, entre ellos su jefe, Leocadio Cabrera Delgado, fueron desarmados y detenidos por agentes de la Policía Ministerial del estado alrededor de las 21 horas del lunes. Hubo tensión, debido a que los elementos de ambas corporaciones discutieron y se encañonaron.

El procurador estatal, Marco Higuera Gómez, aseguró que se investigará a los policías, quienes serán trasladados a Culiacán, y anunció que la Procuraduría General de la República participará en las indagatorias.

Dieciséis muertos, saldo de la violencia de ayer

Hombres armados levantaron a dos policías en el poblado Tolapa, municipio de Tequila, en la sierra de Zongolica, Veracruz.",Jornada
"La Jornada: El IFE aprobará hoy debates en medios electrónicos, pero sin compra de espacios",2012-02-01,"Alonso Urrutia

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 13

Casi dos semanas después de que recibió el oficio en el que la Cámara de la Industria de la Radio y la Televisión (CIRT) consultó dudas sobre la realización de debates en medios electrónicos, y ya en el ocaso de las precampañas, el Instituto Federal Electoral (IFE) aprobará hoy la respuesta oficial al organismo empresarial.

El instituto ratificará la viabilidad de los debates como ejercicios periodísticos, y reivindicará su importancia para el sistema democrático, siempre que no haya compra de espacios ni contraprestación alguna por ello.

En el documento circulado para su aprobación este mediodía, el IFE reivindica la libertad de prensa para realizarlos, y define que los debates electorales son un momento que resume esas libertades, pues en él se escenifica la confrontación pacífica de las diferencias entre candidatos y partidos, es decir, entre los distintos intereses y las distintas visiones de la sociedad, y éstos deben ejercerse en el marco de los derechos reconocidos por la Constitución y las leyes que de ella emanan .

Entre tanto, en entrevista, el presidente de la comisión especial del IFE dedicada a la organización de los debates presidenciales, Sergio García Ramírez, adelantó que esta semana quedará instalada esa instancia para comenzar los trabajos y concluir la propuesta de lineamientos para la organización de al menos los dos encuentros que ordena la legislación electoral realizar en mayo y junio.

Subrayó que en la discusión de los lineamientos será fundamental la participación de los partidos, pues sin ellos va a estar comprometido aprobarlos. Enfatizó que la comisión es normativa y se encargará de la definición de los lineamientos para la realización de los debates, que por primera vez es una disposición de ley.",Jornada
La Jornada: Orden de aprehensión contra cuatro implicados en el caso Saadi Kadafi,2012-02-01,"Alfredo Méndez

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 18

Un juzgado con sede en el Reclusorio Sur libró una orden de aprehensión contra cuatro personas supuestamente implicadas en el intento de internar en el país en forma ilegal a Saadi Kadafi, hijo del asesinado líder libio Muammar Kadafi, dijeron fuentes judiciales.

La medida de apremio se libró ayer contra la canadiense Cynthia Anne Vanier, el danés Pierre Christian Flensborg y los mexicanos José Luis Kennedy Prieto y Gabriela Dávila Huerta.

La Subprocuraduría de Investigación Especializada en Delincuencia Organizada (SIEDO) imputa a los cuatro delincuencia organizada, terrorismo, tráfico de personas, lavado de dinero y uso de documento falso.

En su declaración ante los fiscales del caso, Kennedy reveló que sus coacusados buscaban llevar a vivir a las costas de Nayarit a Saadi Kadafi.",Jornada
"La Jornada: Poiré: error de un funcionario, la alerta migratoria contra tres ex gobernadores",2012-02-01,"Alonso Urrutia

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 11

El secretario de Gobernación, Alejandro Poiré, aseguró que la información difundida sobre la presunta alerta migratoria relacionada con tres ex gobernadores priístas de Tamaulipas se trató solamente de un error de un funcionario de la Secretaría de Comunicaciones y Transportes que ya fue cesado por extralimitarse en sus funciones. En rueda de prensa, pese a la insistencia en los cuestionamientos sobre el uso político de la procuración de justicia, evadió cualquier alusión al tema.

–Dice usted que fue un error, pero hay antecedentes como el caso del llamado michoacanazo, o el de Greg Sánchez, donde se presume que se ha utilizado la procuración de justicia con fines políticos. ¿Hay garantías de que en esta ocasión no suceda así?

–Por supuesto que el objetivo de las actuaciones del Ministerio Público de la Federación es dar certidumbre, es apegarse a la legalidad. Estamos en un esquema de división de poderes y de transparencia y de rendición de cuentas, que garantiza que ese será el resultado de las actuaciones del Ministerio Público. Ya se ha aclarado qué es lo que ocurrió respecto de la alerta migratoria, que no debió darse, y de una indagatoria derivada de una averiguación previa.

–¿No hay tinte electoral en esto, porque este tipo de casos siempre se dan en la antesala de un proceso electoral?

–El Ministerio Público de la Federación tiene la obligación conforme a los datos que se le presenten... No puedo hacer ningún comentario adicional respecto de la investigación que está en curso.",Jornada
La Jornada: Vázquez Mota denuncia guerra sucia en su contra,2012-02-01,"Georgina Saldierna y Gustavo Castillo

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 9

Roberto Gil Zuarth, coordinador de campaña de la precandidata panista a la Presidencia de la República, Josefina Vázquez Mota, encabezó al equipo de abogados que presentó una denuncia penal en la que solicita que el Ministerio Público Federal investigue el delito de intervención ilegal de comunicaciones, luego de que se dio a conocer en las redes sociales la grabación de una llamada telefónica realizada por la aspirante de Acción Nacional.",Jornada
"La Jornada: El gobierno, por omisión o intención, busca desprestigiarnos: Pedro Joaquín",2012-02-01,"Enrique Méndez

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 11

El presidente nacional del PRI, Pedro Joaquín Coldwell, afirmó que en el tricolor no hay delincuencia organizada, y subrayó que la investigación iniciada contra tres ex gobernadores de Tamaulipas se mantiene en la orientación del gobierno, no sé si por omisión o intención , de desprestigiar a militantes y precandidatos priístas.

Asimismo, en un comunicado, el PRI definió que la investigación contra Manuel Cavazos Lerma, Tomás Yarrington y Eugenio Hernández se enmarca en una persecución política y el uso partidista de la procuración de justicia en contra de adversarios políticos, que enrarece el clima electoral , pero acotó que si bien no defenderá a nadie que haya cometido un delito, tampoco acepta el manejo faccioso de la justicia .

Mientras, el CEN priísta confirmó que su precandidato presidencial, Enrique Peña Nieto, sí asistirá mañana a la toma de protesta de la estructura de campaña, en Ciudad Victoria, y hoy al encuentro de voceros del PRI de los estados.

En entrevista, luego de asistir a dicha reunión en la sede priísta, Pedro Joaquín Coldwell exigió que se ponga fin a las filtraciones malintencionadas y tendenciosas sobre procesos penales contra militantes de su partido, y que se respeten los derechos de las personas investigadas, porque hay obligación de guardar sigilo del contenido de las indagatorias.

Defendió que los militantes del PRI son honestos y que si eventualmente algunos pudieran incurrir en conductas ilegales, es su responsabilidad, no del partido, que tampoco solapará conductas delictivas ni defenderá a militantes que hayan violado la ley .

Consideró que si el gobierno de Calderón continúa politizando la justicia sería de consecuencias muy negativas, no sólo para este proceso electoral .

El líder del tricolor rechazó el uso político de la justicia, y señaló que la difamación y la filtración malintencionada de posibles investigaciones son ilegales y corresponden a prácticas de un gobierno autoritario .

Cavazos Lerma, en entrevista telefónica, también afirmó que confía en no ser detenido. Si en este país hay justicia, no me veo así , declaró.

Vivimos en un país democrático, y en los países democráticos todos son inocentes hasta que se les pruebe lo contrario. En los países totalitarios son culpables hasta que ellos mismos demuestren lo contrario , expuso.",Jornada
La Jornada: Alertan sobre riesgo de ideas suicidas por fármaco para TDAH,2012-02-01,"La FDA indicó que alrededor de 1.8 millones de niños recibieron recetas de Focalin o sus versiones genéricas entre mayo de 2005 y julio de 2011. En la imagen, unos jovencitos se dirigen a la escuela en Nueva Delhi, India Foto Ap

Reuters

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 2

Gaithersburg, 31 de enero. Los niños que toman un medicamento común para el trastorno por déficit de atención con hiperactividad (TDAH) deben ser advertidos sobre los riesgos de pensamientos suicidas, dijeron asesores de salud pediátrica de Estados Unidos.

Varios miembros de un comité asesor de la Administración de Alimentos y Medicamentos de Estados Unidos (FDA, por su siglas en inglés) pidieron a la agencia que cambie la etiqueta de Focalin, medicina para el TDAH fabricada por el laboratorio suizo Novartis, para que refleje ese riesgo.

Focalin está aprobado para niños a partir de los 6 años. La FDA suele seguir los consejos de sus comités, aunque no está obligada a hacerlo.

La agencia sanitaria estadunidense recibió ocho informes de pensamientos suicidas en chicos o adolescentes que tomaron Focalin en los pasados seis años, y cuatro casos parecieron estar relacionados con la medicación. El vínculo en los otros casos es menos claro.

Las ideas suicidas parecen ser muy serias , dijo el doctor Sheldon Kaplan, miembro del panel y jefe de enfermedades infecciosas del Hospital de Niños de Texas.

No obstante, la FDA dijo que el riesgo de pensamientos suicidas no apareció en los ensayos clínicos realizados sobre Focalin, y que los reportes más recientes eran una cantidad pequeña comparada con la de chicos que usan la medicina.

Estoy un poco desconcertado por la atención en las ideas suicidas , dijo Tom Laughren, jefe de la división de productos siquiátricos de la FDA, en respuesta a la recomendación del panel.

Estos medicamentos son muy usados. Y lo que se observa acá es un puñado de informes difíciles de interpretar en lo que respecta a la causalidad , añadió el funcionario.

La cantidad de niños diagnosticados con el TDAH se disparó en los años recientes. Actualmente afecta a entre 3 y 5 por ciento de los chicos de todo el mundo.

Los niños que los padecen son excesivamente inquietos, impulsivos y de fácil dispersión, y suelen tener problemas en el hogar y en la escuela. Si bien no existe cura para el problema, sus síntomas pueden mantenerse bajo control con una combinación de fármacos y terapia conductual.",Jornada
"La Jornada: León Trotsky, niño Dios con un toque surrealista",2012-02-01,"Maxence Pagnoud con la imagen de infante del revolucionario ruso y dos acercamientos a ese trabajo de arte-objeto del artista francés Foto Cortesía del Museo Casa León Trotsky

Alondra Flores

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 3

Un niño Dios, recubierto de un mosaico coloreado sobre la piel, con sombrero de paja, la inconfundible barba cana y los espejuelos redondos es el nuevo icono del Museo Casa León Trotsky, que será presentado y donado para celebrar la fiesta de la Candelaria. La pieza fue intervenida por el artista francés Maxence Pagnoud, en una evocación del político ruso que vivió en México entre 1937 y 1940.

El niño fue caracterizado con un toque de arte surrealista, en honor a Breton, y está vestido de pintor porque fue realmente uno de ellos, Diego Rivera, quien gestionó el asilo del viejo revolucionario en nuestro país , expuso Pagnoud sobre el arte-objeto titulado El niño pintor Trotsky.

La figura artesanal del nacimiento, que como indica la tradición se viste y lleva a bendecir el día de la Candelaria, será donada este 2 de febrero en la casa en Coyoacán que fue habitada por el político, en una fiesta acompañada de tamales, atole, música de jaranas y corridos revolucionarios.

La historia y costumbres mexicanas han sido reinterpretadas en la obra de Pagnoud, quien reside en nuestro país desde 2004, atraído por la obra de los muralistas.

Óleos de gran formato con los rostros de personajes de la Revolución Mexicana, como Emiliano Zapata y Francisco Villa, en una explosión de colores que remiten al pop art y Andy Warhol, conformaron su exposición pictórica Trazos y andanzas por la historia, que durante 2010 se exhibió en la casa ubicada sobre Río Churubusco.

Cuando historia y arte se reúnen surge un metalenguaje que tiene que ver con el hecho histórico y la forma en que el artista entiende ese hecho. La interpretación de la historia a través del arte tiene entonces un carácter particular, que es el del artista, e impregna de nuevos significados los hechos vividos por la comunidad que observa , definió el artista, un hombre originario del campo del noreste de Francia .

Con Frida, amistad sincera",Jornada
La Jornada: Alemania devuelve a Afganistán milenaria escultura robada en el país asiático,2012-02-01,"La antigua escultura recuperada se muestra en el Museo Nacional de Afganistán, ubicado en Kabul Foto Reuters

Reuters

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 4

Kabul, 31 de enero. Alemania devolvió esta semana una antigua escultura preislámica robada durante el saqueo en la guerra civil de Afganistán, gesto que ha dado esperanzas en Kabul de que el resto de los tesoros hurtados también volverán a casa.

Ocho figuras, una a la que le falta el torso y otras sin nariz, conforman ese tesoro en piedra caliza de unos 30 centímetros, reliquia del siglo II que recuerda el rico pasado de Afganistán como confluencia de culturas de Asia.

Los rostros miran a su izquierda, por lo que se cree que son integrantes del público que mira a Buda en su trono en el antiguo reino de Gandhara, el cual se extendía por Afganistán y Pakistán, informó el Ministerio de Relaciones Exteriores.

Es una obra maestra (...) soy optimista respecto de que en el futuro recuperaremos otros objetos , afirmó Omara Khan Massoudi, director del Museo Nacional de Afganistán, que albergaba la escultura antes de ser robada.

La embajada afgana en Berlín ha estado investigando a quién pertenecía la escultura desde que apareció en Munich, hace un año. Fue trasladada en avión a Kabul a principios de esta semana.

Mientras los caciques locales luchaban por el control de Kabul, a principios de la década de 1990 tras la salida soviética, los combatientes saquearon alrededor de 70 por ciento de los antiguos museos, o alrededor de 70 mil piezas, y vendieron los objetos de primera calidad en el mercado negro.",Jornada
La Jornada: Artistas retoman la vertiente de rostros,2012-02-01,"Ana Mónica Rodríguez

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 5

La transición entre el arte figurativo y el abstracto caracteriza la obra del pintor Alejandro Massa Varela (DF, 1988), quien presentará 31 rostros en la exposición Figuraciones.

De manera simultánea a la inauguración de esa muestra, el 10 de febrero en el Centro Cultural Benemérito de las Américas, se abrirá Visage, de Irasema Ezcurdia, quien mediante 15 rostros expresa con el arte kitsch la frivolidad y la belleza superficial y estereotipada de las sociedades occidentales.

En el caso de los dos jóvenes, la idea es consolidar una trayectoria en el ámbito del arte y salir a flote de las dificultades que se presenten, así como generar mayores oportunidades de desarrollo profesional.

Me interesa que los jóvenes tengan un compromiso social y no pierdan la capacidad de imaginar , expresó Massa, quien también es poeta y estudia en la Facultad de Filosofía y Letras de la Universidad Nacional Autónoma de México.

El pasado 8 de septiembre el artista presentó su primera exposición de pintura, lápiz y acrílico en la Sociedad General de Escritores de México (Sogem), donde tuvo gran aceptación.

Figuraciones, explicó el pintor, es un vínculo entre arte y mística. De hecho, los 31 rostros “imaginados“ surgen de la nada, añadió.",Jornada
